{RCūM, 3}
rasaśālāṃ prakurvīta sarvabādhāvivarjite | [RCūM, 3 1.1]
nikṣiptaṃ vadane vahner gaṅgāyām apatacca tat | [RCūM, 15 8.1]
gaṅgayā ca bahiḥkṣiptaṃ nitarāṃ dahyamānayā | [RCūM, 15 8.2]
ato'dhikaguṇā jātā dhātavo hi sudhāsamāḥ | [RCūM, 15 9.1]
śivahastacyutaṃ yattat samabhūt khalu pāradaḥ | [RCūM, 15 9.2]
amartyā nirjarāstena saṃjātās tridaśottamāḥ | [RCūM, 15 10.1]
tattanmalena saṃjātā dhātavaścāṣṭasaṃkhyayā | [RCūM, 15 10.2]
pāvakāsyāccyutaṃ yattu rasastatsamabhūt khalu | [RCūM, 15 11.1]
sevitaḥ sa hi nāgendrair jarāmṛtyujigīṣayā | [RCūM, 15 11.2]
pīyamānaṃ tu nāgāsyātpatitaṃ gauraveṇa yat | [RCūM, 15 12.1]
śatayojananimne'sau nyapatatkūpake khalu | [RCūM, 15 12.2]
īṣat pītāntaro rūkṣaḥ sa sūto dehalohakṛt | [RCūM, 15 13.1]
snātāmādyarajasvalāṃ hayagatāṃ prāptāṃ jighṛkṣuśca tāṃ so'pyāgacchati yojanaṃ hi paritaḥ pratyeti kūpaṃ punaḥ | [RCūM, 15 13.2]
tanmārge kṛtagarttake ca bahuśaḥ saṃtiṣṭhate sūtarāṭ so'yaṃ tatra nivāsibhiḥ khalu janairevaṃ samānīyate | [RCūM, 15 13.3]
nīyamānastu gaṅgāyā vāyunā gauravena yat | [RCūM, 15 14.1]
apatad dūradeśe vai sa deśaḥ pāradaḥ smṛtaḥ | [RCūM, 15 14.2]
tattato mṛdgataḥ sūtaḥ pātanāvidhinā khalu | [RCūM, 15 15.1]
ānīyate sa vijñeyaḥ pārado gadapāradaḥ | [RCūM, 15 15.2]
evaṃ caturvidhaṃ jātaṃ śaṃkaraṃ śāṅkaraṃ mahaḥ | [RCūM, 15 16.1]
itthaṃ sūtodbhavaṃ jñātvā na rogair bādhyate naraḥ | [RCūM, 15 16.2]
rasendraśca rasaścaiva syātāṃ siddharasāvubhau | [RCūM, 15 17.1]
sādhyāvanyau cirājjātau bhūmyāder deśayogataḥ | [RCūM, 15 17.2]
jarāpamṛtyudaurgatyavyādhīnāṃ rasanādrasaḥ | [RCūM, 15 18.1]
rasāsvādana ityasya dhātorarthatayā khalu | [RCūM, 15 18.2]
dehalohamayīṃ siddhiṃ sūte sūtastato mataḥ | [RCūM, 15 19.1]
rogābdhiṃ pārayedyasmāttasmāt pārada ucyate | [RCūM, 15 19.2]
pātanaiḥ śodhyamānasya yasya pādo'vaśiṣyate | [RCūM, 15 20.1]
tripādī ca kṣayaṃ yāti tena pādarasaḥ smṛtaḥ | [RCūM, 15 20.2]
itthaṃ bhūtasya sūtasya martyamṛtyugadacchidaḥ | [RCūM, 15 21.1]
prabhāvānmānuṣān dṛṣṭvā devatulyabalāyuṣaḥ | [RCūM, 15 21.2]
indreṇābhyarthito rudro rasaṃ dvādaśadūṣaṇaiḥ | [RCūM, 15 22.1]
yojayāmāsa taṃ pūrvaṃ vinā śuddhyāpi siddhidam | [RCūM, 15 22.2]
doṣo malo viṣaṃ vahnir mado darpaśca tatphalam | [RCūM, 15 23.1]
mūrcchā mṛtyuḥ sadādāho visphoṭaśca śirobhramaḥ | [RCūM, 15 23.2]
bhūśailajalatāmrāyonāgavaṅgasamudbhavāḥ | [RCūM, 15 24.1]
kañcukāḥ sapta sūtasya tābhiḥ sūto viṣopamaḥ | [RCūM, 15 24.2]
kuṣṭhaṃ jāḍyaṃ ca vātārtiṃ dāhaṃ cāvṛtakaṇṭhatām | [RCūM, 15 25.1]
unmādaṃ ca mahāśūlaṃ kramātkurvanti kañcukāḥ | [RCūM, 15 25.2]
etān sūtagatān doṣān pañca sapta ca kañcukāḥ | [RCūM, 15 26.1]
anapākṛtya yo dadyāt sa vaidyo brahmahā bhavet | [RCūM, 15 26.2]
dvādaśaitān mahādoṣān apanīya rasaṃ dadet | [RCūM, 15 27.1]
sa labheta mahatpuṇyam agaṇyaṃ ca mahadyaśaḥ | [RCūM, 15 27.2]
sūte 'ṣṭādaśasaṃskriyā nigaditāḥ syuḥ svedanaṃ mardanaṃ mūrcchotthāpanapātarodhaniyamāḥ proddīpanaṃ grāsajam | [RCūM, 15 28.1]
mānaṃ cāraṇagarbhabāhyajanitadrutiśca tajjāraṇā rāgaḥ sāraṇakaṃ parikramavidhir vedhastataḥ sevanam | [RCūM, 15 28.2]
atha nandipradiṣṭena vidhānena prakāśyate | [RCūM, 15 29.1]
doṣāṇāṃ kañcukānāṃ ca yathāvatpariśodhanam | [RCūM, 15 29.2]
sūtaḥ pañcapalānnyūnaḥ śodhito 'lpaphalo bhavet | [RCūM, 15 30.1]
ūrdhvaṃ daśapalāṃśena śuddhim āpnotyaśeṣataḥ | [RCūM, 15 30.2]
svedamardanamūrcchābhiḥ saptavārordhvapātanaiḥ | [RCūM, 15 31.1]
sarvadoṣavinirmukto rasarājaḥ prajāyate | [RCūM, 15 31.2]
svedanaṃ mardanaṃ tadvatsaptavārān vimūrcchanam | [RCūM, 15 32.1]
sa hi siddhikaraṃ prāha guṇakāri ca bhāskaraḥ | [RCūM, 15 32.2]
mardanasvedasaṃnyāsaiḥ śudhyatīti dineśvaraḥ | [RCūM, 15 33.1]
ūrdhvādhaḥpātanābhyāṃ hi viśuddhirbhālukermatā | [RCūM, 15 33.2]
svedanaṃ mardanaṃ mūrcchā pratyutthānaṃ ca pātanam | [RCūM, 15 34.1]
nirodho niyamaśceti śuciḥ saptavidhā matā | [RCūM, 15 34.2]
govindabhagavān pūjyaiḥ sūtarājasya niścitā | [RCūM, 15 34.3]
atha śrīnandinā proktaprakāreṇa viśodhanam | [RCūM, 15 35.1]
rasarājasya niḥśeṣadoṣaghnaṃ parikīrtyate | [RCūM, 15 35.2]
mūlakāgnipaṭurājikārdrakaiḥ vyoṣakaiśca rasaṣoḍaśāṃśakaiḥ | [RCūM, 15 36.1]
sveditastridivasaṃ hi dolayā kāñjikena malamuktaye rasaḥ | [RCūM, 15 36.2]
dagdhorṇāgṛhadhūmābjasarṣapaiḥ saguḍeṣṭakaiḥ | [RCūM, 15 37.1]
mardyo rasaḥ ṣoḍaśāṃśais tryahaṃ tadvahniśāntaye | [RCūM, 15 37.2]
jīrṇe jīrṇe sadāgrāse mardanīyo rasaḥ khalu | [RCūM, 15 38.1]
etairevauṣadhairyasmādrāgān gṛhṇāti nirmalaḥ | [RCūM, 15 38.2]
vyoṣasaubhāgyasaṃyuktalakucadrāvamardanāt | [RCūM, 15 39.1]
mūrchitastridinaṃ sūto madaṃ muñcati durdharam | [RCūM, 15 39.2]
saubhāgyatriphalāśyāmāṭaṅkaṇaiḥ saha kāñjikaiḥ | [RCūM, 15 40.1]
tridinaṃ saṃsthitaḥ sūto viṣaṃ saṃtyajati svakam | [RCūM, 15 40.2]
sarpākṣikākamāvyoṣarasair utkvathitotthitaḥ | [RCūM, 15 41.1]
darpaṃ muñcati ca kṣipramiti doṣaviśodhanam | [RCūM, 15 41.2]
kṣārāmlaiḥ soṣṇatoyena nivātasthānasaṃsthitaḥ | [RCūM, 15 42.1]
rasasya kurute vīryaśaityaṃ tadvīryanāśanam | [RCūM, 15 42.2]
kāṃkṣīkāsīsaluṅgāmbumarditaḥ pārado dinam | [RCūM, 15 43.1]
kṣālitaḥ kāñjikaiḥ piṣṭastyajati kṣoṇikañcukam | [RCūM, 15 43.2]
girikarṇyā jayantyāśca svarasairbhāvito rasaḥ | [RCūM, 15 44.1]
tribhirvāraistyajatyeva girijām ātmakañcukām | [RCūM, 15 44.2]
guḍaguggulunimbānāṃ kvāthena kvathitastryaham | [RCūM, 15 45.1]
tyajatyambubhavāṃ sūtaḥ kañcukāṃ bahudoṣadām | [RCūM, 15 45.2]
sitāsārdrakatakraiśca mardayitvā tathotthitaḥ | [RCūM, 15 46.1]
dhautaścoṣṇair gavāṃ mūtraistyajettāmrajakañcukam | [RCūM, 15 46.2]
kāravellyāśca karkoṭyā rasaiḥ saṃmardito rasaḥ | [RCūM, 15 47.1]
kañcukāmāyasīṃ muñceccapalaḥ sauhṛdaṃ yathā | [RCūM, 15 47.2]
tāmrapiṣṭīkṛtaḥ sūtaḥ pātanāyantrapātitaḥ | [RCūM, 15 48.1]
muñcet kañculikāṃ śīghraṃ nāgavaṅgasamudbhavām | [RCūM, 15 48.2]
sūtaṃ varāgnipaṭuśigrukarājikāñjanaiḥ piṣṭairvilipya paripātanakordhvabhāge | [RCūM, 15 49.1]
bhāṇḍodare bhṛtajale parito vimuñcenmṛdvagninā tyajati kañculikāṃ hi vāṅgīm | [RCūM, 15 49.2]
itthaṃ nipātitaḥ sūtaś caladvidyullatāprabhaḥ | [RCūM, 15 50.1]
nāgavaṅgavinirmuktaḥ tataścaitat prajāyate | [RCūM, 15 50.2]
yadā yadā bhavetsūto grāsājīrṇena bādhitaḥ | [RCūM, 15 51.1]
anenaiva prakāreṇa pātanīyastadā tadā | [RCūM, 15 51.2]
svedanādyaiḥ pātanānte śodhanaiḥ sa kadarthitaḥ | [RCūM, 15 52.1]
mandavīryo bhavetsūtastasmādāpyāyanaṃ caret | [RCūM, 15 52.2]
sodake saindhave sūtaḥ sthitas tridivasāvadhiḥ | [RCūM, 15 53.1]
punar āpyāyanaṃ prāpya na syāt ṣaṇḍho bhavedbalī | [RCūM, 15 53.2]
bhālukiḥ svedasaṃnyāsau diṣṭavānniyamāt param | [RCūM, 15 54.1]
bhakṣituṃ sarvalohāni mukhaṃ kartuṃ viniścitam | [RCūM, 15 54.2]
aṅgārasthāpite pātre rasaṃ kṣiptvā prajārayet | [RCūM, 15 55.1]
ṣoḍaśāṃśena citrāṃ tu tadatra svedanaṃ matam | [RCūM, 15 55.2]
sarvarogān haredeva śaktiyukto guṇādhikaḥ | [RCūM, 15 56.1]
vegena phaladāyitvaṃ jāyate nātra saṃśayaḥ | [RCūM, 15 56.2]
kṣārāmlalavaṇaiḥ sārddhaṃ saṃnyāsājjāyate tathā | [RCūM, 15 57.1]
caturthādhyāyanirdiṣṭaprakāreṇa rase khalu | [RCūM, 15 57.2]
bubhukṣā vyāpakatvaṃ ca tīvratā vegakāritā | [RCūM, 15 58.1]
sarvavyādhiharatvaṃ ca tyaktadoṣatvameva ca | [RCūM, 15 58.2]
maricābjāsurī caiva śigrubhūkhagaṭaṅkaṇaiḥ | [RCūM, 15 59.1]
sasaṃdhānais tryahaṃ svedād bhavetsūtasya dīpanam | [RCūM, 15 59.2]
navamādhyāyanirdiṣṭadīpanīyagaṇena ca | [RCūM, 15 60.1]
rasasya dīpanaṃ kuryāt tad atyantaguṇāvaham | [RCūM, 15 60.2]
svedito'ṣṭādaśāṃśena hemayukto hi pāradaḥ | [RCūM, 15 61.1]
kṣārairamlairadoṣaiśca bhoktumāsyaṃ prajāyate | [RCūM, 15 61.2]
kalāṃśatāpyasattvena svarṇena dviguṇena ca | [RCūM, 15 62.1]
yuktaṃ yuktaṃ hi cukreṇa cūlikālavaṇena ca | [RCūM, 15 62.2]
caṇakakṣāratoyena rājanimbukavāriṇā | [RCūM, 15 63.1]
mardayet taptakhalvāntarbalena mahatā khalu | [RCūM, 15 63.2]
ekaviṃśatyaho yāvadyāmaṃ yāmaṃ dine dine | [RCūM, 15 64.1]
evaṃ rākṣasavaktraḥ syātsarvāśī ca na saṃśayaḥ | [RCūM, 15 64.2]
aṣṭādaśakriyā nṛṇāṃ na sidhyanti rasasya hi | [RCūM, 15 65.1]
vinā bhāgyena tapasā prasādeneśvarasya ca | [RCūM, 15 65.2]
sarvairyuktā vividhavidhibhiḥ saṃskṛtībhiḥ suramyaiḥ sūto muñcatyakhilavikṛtīn śvitrarogapramāthī | [RCūM, 15 66.1]
tāvacchuddhiṃ kṛtabahuguṇāṃ nandinoktāṃ susādhyāṃ pathyāyuktāṃ puravarapatiḥ somadevo'bhidhatte | [RCūM, 15 66.2]
trikṣāraiḥ paṭupañcakāmlasahitaiḥ saṃkhalvasūtastryahaṃ bāhlīkāsuriviśvapiṇḍajaṭhare ruddhvātha saṃveśayet | [RCūM, 15 67.1]
sandhāne tridinaṃ hi mandaśikhinā dolākhyayantre paceddoṣonmuktarasaḥ sudhārasasamaḥ pathyair vinā siddhidaḥ | [RCūM, 15 67.2]
kiṃtvatra rājikā viśvahiṅgūnāṃ mānasaṃsthitiḥ | [RCūM, 15 68.1]
gurūpadeśato neyā nānyathā phalavāhinī | [RCūM, 15 68.2]
nāgavaṅgau mahādoṣau durjayau śuddhakoṭibhiḥ | [RCūM, 15 69.1]
pātanā śodhayedyasmānmahāśuddharaso mataḥ | [RCūM, 15 69.2]
daśabhiḥ pātanābhiśca nāgavaṅgasamudbhavaḥ | [RCūM, 15 70.1]
gandho vināśamāyāti rasaḥ syānnaiva durguṇaḥ | [RCūM, 15 70.2]
daśavārāt paraṃ nārvāk śatavāraṃ ca pātanāḥ | [RCūM, 15 71.1]
mahāguṇakarāḥ proktāḥ yathāvidhi kṛtā rase | [RCūM, 15 71.2]
mahāguṇatvaṃ śikhinaḥ sakhitvaṃ svalpeṣu rogeṣu ca tulyavīryam | [RCūM, 15 72.1]
rasāyanatvaṃ ca mahāprabhāvo bhavedrasendrasya ca pātanābhiḥ | [RCūM, 15 72.2]
{RCūM, 16}
athāto jāraṇā puṇyā rasasiddhividhāyinī | [RCūM, 16 1.1]
sukarā sulabhadravyā kṛtapūrvā nigadyate | [RCūM, 16 1.2]
iha niṣpattrakagrāsaṃ yo rasāya prayacchati | [RCūM, 16 2.1]
toṣitastena gaurīśo jagattritayadānataḥ | [RCūM, 16 2.2]
pakṣacchedamakṛtvā yo rasabandhaṃ samīhate | [RCūM, 16 3.1]
bījaiḥ sa viṣayāsaktyā muktimicchati duṣṭadhīḥ | [RCūM, 16 3.2]
ghanasattvaṃ vinā nānyatsūtapakṣanikṛntanam | [RCūM, 16 4.1]
kṛttapakṣo niruddhādhvā rajyate badhyate rasaḥ | [RCūM, 16 4.2]
niścandramapi patrābhraṃ jāritaṃ khalu pārade | [RCūM, 16 5.1]
taccaretsaptadhā bhinnaṃ cīrṇaṃ cāpi samudgiret | [RCūM, 16 5.2]
jīrṇapādāṃśasattvo'pi tattadyogeṣu yojitaḥ | [RCūM, 16 6.1]
tattadroge phalaṃ śīghraṃ raso dhatte'dhikaṃ yataḥ | [RCūM, 16 6.2]
yatra sattvaṃ drutaṃ bījaṃ rasajāraṇakarmaṇi | [RCūM, 16 7.1]
utkṛṣṭaṃ cāpi taddiṣṭaṃ guṇairaṣṭaguṇaṃ tathā | [RCūM, 16 7.2]
śivayoścaramo dhāturabhrakaṃ pāradastathā | [RCūM, 16 8.1]
etayor melanān nṝṇāṃ kva mṛtyuḥ kva daridratā | [RCūM, 16 8.2]
kevalābhrakasattvaṃ hi grasatyeva na pāradaḥ | [RCūM, 16 9.1]
grastamapyatiduḥkhena sarvāṅgavyāpi no bhavet | [RCūM, 16 9.2]
tasmāllohāntaropetaṃ yuktaṃ ca dhātusattvakaiḥ | [RCūM, 16 10.1]
abhrakakṣārayoḥ siddhaḥ kevalaṃ vapuḥsiddhidaḥ | [RCūM, 16 10.2]
abhreṇaikatvakaraṇaṃ lohānāṃ parikathyate | [RCūM, 16 11]
kāntasya lākṣāguḍasarjarasaiḥ sadhātakīgugguluṭaṅkaṇaiśca | [RCūM, 16 12.1]
strīstanyapiṣṭaiḥ samabhāgikaiśca durmelalohānyapi melayanti | [RCūM, 16 12.2]
tāpyacūrṇasamāyuktaṃ lohadvandvaṃ mileddhruvam | [RCūM, 16 13.1]
dvitrivāraṃ paridhmānātkṣīre'kṣīramiva dhruvam | [RCūM, 16 13.2]
abhrasattvaṃ hi tulyāṃśatāpyasattvasamanvitam | [RCūM, 16 14.1]
abhraśeṣaṃ kṛtaṃ dhmānādbhavetsukarajāraṇam | [RCūM, 16 14.2]
yadvā dviguṇitaṃ tāpyaṃ nirvyūḍhaṃ ghanasattvake | [RCūM, 16 15.1]
tadantarjāritaṃ śīghraṃ rasasiddhividhāyakam | [RCūM, 16 15.2]
evaṃ vaṅgena nāgena ghanasattvaṃ caredrasaḥ | [RCūM, 16 16.1]
tatsattvaṃ dhātuvādāryaṃ dehasiddhau vininditam | [RCūM, 16 16.2]
etau pūtī mahādoṣau nāgavaṅgau niruttamau | [RCūM, 16 17.1]
rogāṃśca tanutaḥ śīghraṃ sevyamānau paraṃ khalu | [RCūM, 16 17.2]
tatsattvaṃ gālayitvā ca vāsasā ravakānvitam | [RCūM, 16 18.1]
daśāṃśatāmrapātrastharaseśvaravimarditam | [RCūM, 16 18.2]
taccatuḥṣaṣṭibhāgena sametaṃ śuddhapāradam | [RCūM, 16 19.1]
kṣārāmlalavaṇopetaṃ taptaṃ khalve dinatrayam | [RCūM, 16 19.2]
kṣālayitvoṣṇasandhānaiḥ kṣiptvā kācakaraṇḍake | [RCūM, 16 20.1]
tadūrdhvādho viḍaṃ dattvā rasasyāṣṭamabhāgataḥ | [RCūM, 16 20.2]
tanmukhe bhūrjamādhāya veṣṭayedekasūtrataḥ | [RCūM, 16 21.1]
karaṇḍaṃ vāsasāveṣṭya dolāyantravidhānataḥ | [RCūM, 16 21.2]
sarvāmlagojalopetakāñjikaiḥ svedayettryaham | [RCūM, 16 22.1]
tato nikṣipya lohāśmakambūnāmeva bhājane | [RCūM, 16 22.2]
kṣālayitvoṣṇasandhānairvastreṇoddhṛtya taṃ dravam | [RCūM, 16 23.1]
viśoṣya lagnaṃ hastena mardayitvā kṣaṇaṃ rasam | [RCūM, 16 23.2]
vastre caturguṇe kṣiptvā gāḍhaniṣpīḍanādrasaḥ | [RCūM, 16 24.1]
sarvo'pi yadi nirgacched garbhe grāsastathā drutaḥ | [RCūM, 16 24.2]
sāvaśeṣe punargrāse saviḍaṃ svedayetpunaḥ | [RCūM, 16 25.1]
evaṃ grāsatrayaṃ bhūyaḥ sampradāya prayatnataḥ | [RCūM, 16 25.2]
ṣaṣṭigrāseṣu śeṣeṣu garbhadrāvaṇataḥ param | [RCūM, 16 26.1]
pañcamādhyāyanirdiṣṭe yantre kacchapasaṃjñake | [RCūM, 16 26.2]
viḍena saṃyutaṃ sūtaṃ puṭenmṛdvagninopalaiḥ | [RCūM, 16 27.1]
yantrāduddhṛtya bhūyo'pi kṣālayitvoṣṇakāñjikaiḥ | [RCūM, 16 27.2]
mardanoktavidhānena yāmamātraṃ vimardayet | [RCūM, 16 28.1]
nirmalatvavidhānāya rāgān gṛhṇāti nirmalaḥ | [RCūM, 16 28.2]
tasmānmardyo raso yatnād grāsaṃ grāse puṭe puṭe | [RCūM, 16 29.1]
saṃmardito bhavedvāpi roganāśanaśaktimān | [RCūM, 16 29.2]
bhūsarjikālavaṇavargasametakāñcīsaṃyuktakāñjikayutaṃ paricāryavastu | [RCūM, 16 30.1]
sattvopalādisakalaṃ varatāmrapatrairjuṣṭaṃ ca hyamlamuditaṃ rasacāraṇāya | [RCūM, 16 30.2]
rambhāpaṭutriphalalāṅgalikāniśārdhaśobhāñjanāṅghrikharamañjarikāṅghrisaṃkhyaiḥ | [RCūM, 16 31.1]
saptāhakaṃ parivibhāvitakāñjiko'sau klinnaṃ hi lohanivahaṃ grasatīha sūtaḥ | [RCūM, 16 31.2]
kṣāraiścaturbhir lavaṇaiśca ṣaḍbhir dravāmlamiśrair daśadhā vibhāvitaiḥ | [RCūM, 16 32.1]
svarṇādilohābhrakasattvagarbhadrutiprahītyai biḍa eṣa diṣṭaḥ | [RCūM, 16 32.2]
vīthītulye gatamalarasaḥ pañcaśāṇapramāṇaṃ bhuktvā sattvaṃ gaganajanitaṃ ṣaṣṭikākṣāravahnau | [RCūM, 16 33.1]
tattvaṃ hyetad vrajati sa javātsāradhūmāyanāni tattulyo'sau munibhirudito daṇḍadhārī ca nāmnā | [RCūM, 16 33.2]
garbhadrutiyute sūte tṛṇaṃ kṣiptaṃ pratiṣṭhate | [RCūM, 16 34.1]
ūrdhvadaṇḍadharaḥ so'yaṃ daṇḍadhārī raso mataḥ | [RCūM, 16 34.2]
yadi bhajati hi martyastulyajīrṇābhrasūtaṃ pratidinamiha guñjāmātrayā māsamātram | [RCūM, 16 35.1]
śaśadharaparipāṭyā grāsayogena sa syāt sasukhahitaśatāyurmuktavārdhakyadoṣaḥ | [RCūM, 16 35.2]
valipalitavihīnaḥ so'pi rogādvihīnaḥ | [RCūM, 16 36]
tena tena hi yogena yojanīyo mahārasaḥ | [RCūM, 16 37.1]
khasattvaḥ kurute tīvrāṃ kṣudhaṃ rogagaṇaṃ haret | [RCūM, 16 37.2]
aṣṭamāṃśaprakāreṇa deyaṃ grāsaṃ dvitīyakam | [RCūM, 16 38.1]
cāraṇaṃ drāvaṇaṃ caivaṃ yathāpūrvaṃ prakalpyate | [RCūM, 16 38.2]
jāraṇaṃ cāpi kartavyaṃ kūrmanāmani yantrake | [RCūM, 16 39.1]
pañcamādhyāyamadhye ca nirdiṣṭaṃ kūrmayantrakam | [RCūM, 16 39.2]
ghanodbhūtaṃ sattvaṃ palaparimitaṃ viṃśatipuṭe rase catvāriṃśat parikalitacāraṃ ca jaritam | [RCūM, 16 40.1]
payaḥpaṅkaprāyaṃ dviguṇajaritābhre vararase yadā tadvikṣiptaṃ rasitarasarūpaṃ saninadam | [RCūM, 16 40.2]
dviguṇagaganajīrṇaḥ sevitaḥ sūtarājaḥ pratidinamiha guñjāmātrayā varṣamātram | [RCūM, 16 41.1]
vidadhati varakalpaṃ sindhukandarpatulyaṃ daśaśatamitavarṣaprāptadīrghāyuṣaṃ ca | [RCūM, 16 41.2]
guñjāmātro rasendro'yam arkavāriniṣevitam | [RCūM, 16 42.1]
kṣayādyān akhilān rogān duḥsādhyānapi sādhayet | [RCūM, 16 42.2]
amunā kramayogena grāso deyastṛtīyakaḥ | [RCūM, 16 43.1]
pañcamādhyāyanirdiṣṭe yantre caivāntarālike | [RCūM, 16 43.2]
nirudhya jāraṇāṃ kuryāt dravyasya vārttikaḥ | [RCūM, 16 43.3]
pariphalaghanayuktas triṃśatā tulyavārair grasati yadi rasendro yo jalaukākṛtiḥ saḥ | [RCūM, 16 44.1]
nikhilanihitamūrtiḥ niṣpatedudgato'sau punarapi nijapātre chinnapakṣaḥ sa sūtaḥ | [RCūM, 16 44.2]
jātaḥ sūtas triguṇagaganagrāsasaṃpuṣṭamūrtir bhasmībhūtaṃ yavaparimitaṃ vajrabhasmādiyuktam | [RCūM, 16 45.1]
taṃ cenmartyo bhajati hi sadā jāyate divyadeho jīvet kalpatridaśaśatikān vatsarāṇāṃ prakāmam | [RCūM, 16 45.2]
siddhārthadvayamānena mūrchitas tāpyabhasmanā | [RCūM, 16 46.1]
hinasti sakalān rogān saptavāreṇa rogiṇam | [RCūM, 16 46.2]
baddho vā bhasmatāṃ nītaḥ siddhārthapramito naraiḥ | [RCūM, 16 47.1]
vyoṣavellamadhūpetaḥ caturmāsaniṣevitaḥ | [RCūM, 16 47.2]
valīpalitanirmuktaṃ manuṣyaṃ kurute dhruvam | [RCūM, 16 48.1]
pramattadvipadarpāḍhyaṃ kandarpa iva rūpiṇam | [RCūM, 16 48.2]
kandarpadarpajidrūpe pāpasantāpavarjitaḥ | [RCūM, 16 49.1]
jīvet triṃśacchatānyaṣṭānīha varṣāṇi mānavaḥ | [RCūM, 16 49.2]
sevanādramate cāsāvaṅganānāṃ śataṃ tathā | [RCūM, 16 49.3]
varāṃ lohasamāṃ sthūlāṃ sparśamātreṇa līlayā | [RCūM, 16 50.1]
raso'sau bandhamāyāto modayatyeva niścitam | [RCūM, 16 50.2]
mṛtamutthāpayenmartyaścakṣuṣoḥ kṣepamātrataḥ | [RCūM, 16 51.1]
nihanti sakalānrogānghrātaḥ śīghraṃ na saṃśayaḥ | [RCūM, 16 51.2]
evaṃ ca pañcamo grāsaḥ pradātavyo'ṣṭamāṃśataḥ | [RCūM, 16 52.1]
sa pātrastho'gnisaṃtapto na gacchati kathañcana | [RCūM, 16 52.2]
sa pakṣacchinna ityuktaḥ sa mukto'khiladurguṇaiḥ | [RCūM, 16 53.1]
so'yaṃ niṣevitaḥ sūtastrimāsaṃ rājikāmitaḥ | [RCūM, 16 53.2]
viḍaṅgatriphalākṣaudraiḥ khe devaiḥ saha saṅgamam | [RCūM, 16 54.1]
ghrāṇamātreṇa sūtendraḥ sarvaroganikṛntanaḥ | [RCūM, 16 54.2]
guṇā ete vinirdiṣṭā rasasya rasavādibhiḥ | [RCūM, 16 55.1]
sakalāste guṇāḥ satyā bhairaveṇa prakīrtitāḥ | [RCūM, 16 55.2]
palaiścaturbhirdātavyo grāsaḥ ṣaṣṭho'pi pūrvavat | [RCūM, 16 56.1]
ṣaḍguṇābhrakajīrṇo'sau sudhātulyo guṇodayaḥ | [RCūM, 16 56.2]
sarṣapapramito māsaṃ khaṇḍopalakasaṃyuktaḥ | [RCūM, 16 57.1]
māsena kurute dehaṃ tacchatāyuṣajīvinam | [RCūM, 16 57.2]
baddho'yaṃ kurute caiva mukhasthaḥ khecarīṃ gatim | [RCūM, 16 58.1]
vārayatyapi śastrāṇi divyānyapi sahasraśaḥ | [RCūM, 16 58.2]
daśadantibalaḥ śrīmān sarvalokeṣu pūjitaḥ | [RCūM, 16 59.1]
rañjitaḥ sāritaḥ samyak krāmaṇena samanvitaḥ | [RCūM, 16 59.2]
koṭivedhī bhavatyeva abaddhaḥ kuntavedhakaḥ | [RCūM, 16 59.3]
samartho na rasasyāsya guṇān vaktuṃ mahītale | [RCūM, 16 60.1]
ko'pi śrīsomadevo vā prabhāvaṃ vetti śaṅkaraḥ | [RCūM, 16 60.2]
grāsastu saptamo deyo vāradvitayayogataḥ | [RCūM, 16 61.1]
drāvaṇaṃ jāraṇaṃ tasya yathāpūrvaṃ prakalpayet | [RCūM, 16 61.2]
ayaṃ bhasmīkṛtaḥ sūto likṣāmātreṇa sevitaḥ | [RCūM, 16 62.1]
triphalāmallakhaṇḍābhyāṃ māsasyārdhena mānavam | [RCūM, 16 62.2]
koṭikandarparūpāḍhyaṃ śakratulyaparākramam | [RCūM, 16 63.1]
pūjitaṃ sarvadevaiśca vedakalpayugāyuṣam | [RCūM, 16 63.2]
vijñānavantaṃ kālaṃ ca trikālajñānasaṃyutam | [RCūM, 16 64.1]
śāpānugrahaṇe śaktaṃ divyastrīśatarañjanam | [RCūM, 16 64.2]
kurute nātra sandeho nandino vacanaṃ yataḥ | [RCūM, 16 64.3]
rañjitaḥ sāritaḥ so'yaṃ krāmaṇena samanvitaḥ | [RCūM, 16 65.1]
dhūmavedhī bhavennūnaṃ nātra kāryā vicāraṇā | [RCūM, 16 65.2]
tataścaivāṣṭamo grāso dātavyaḥ samabhāgataḥ | [RCūM, 16 66.1]
jīrṇāṣṭaguṇasattvābhro rasendro bhastrikāśataiḥ | [RCūM, 16 66.2]
pradhmāto'pi na yātyeva naiva kiṃcitprahīyate | [RCūM, 16 67.1]
so'yamagnisaho nāmnā saṃkhyātītaguṇodayaḥ | [RCūM, 16 67.2]
saṃkhyātītaprabhāḍhyaśca citravīryo mahābalaḥ | [RCūM, 16 68.1]
likṣāmātro rasendro'yaṃ sevitaḥ sitayā saha | [RCūM, 16 68.2]
prakarotyekavāreṇa naraṃ sarvāṅgasundaram | [RCūM, 16 69.1]
rudratulyaṃ mahaiśvaryaṃ viṣṇutulyaṃ parākramam | [RCūM, 16 69.2]
śaśāṅkatulyaṃ satkāntiṃ sūryatulyapratāpinam | [RCūM, 16 70.1]
caturmukhasamāyuṣyaṃ netre tārkṣyadṛśāviva | [RCūM, 16 70.2]
rañjitaḥ sāritaḥ samyak krāmaṇena samanvitaḥ | [RCūM, 16 71.1]
