{VSM, 1}
iṣe tvā | [VSM, 1 1.1]
ukhyasya ketuṃ prathamaṃ juṣāṇā | [VSM, 14 1.2]
aśvinādhvaryū sādayatām iha tvā | [VSM, 14 1.3]
kulāyinī ghṛtavatī puraṃdhiḥ syone sīda sadane pṛthivyāḥ | [VSM, 14 2.1]
abhi tvā rudrā vasavo gṛṇantv imā brahma pīpihi saubhagāya | [VSM, 14 2.2]
aśvinādhvaryū sādayatām iha tvā | [VSM, 14 2.3]
svair dakṣair dakṣapiteha sīda devānāṃ sumne bṛhate raṇāya | [VSM, 14 3.1]
pitevaidhi sūnava ā suśevā svāveśā tanvā saṃviśasva | [VSM, 14 3.2]
aśvinādhvaryū sādayatām iha tvā | [VSM, 14 3.3]
pṛthivyāḥ purīṣam asy apso nāma tāṃ tvā viśve abhigṛṇantu devāḥ | [VSM, 14 4.1]
stomapṛṣṭhā ghṛtavatīha sīda prajāvad asme draviṇāyajasva | [VSM, 14 4.2]
aśvinādhvaryū sādayatām iha tvā | [VSM, 14 4.3]
adityās tvā pṛṣṭhe sādayāmy antarikṣasya dhartrīṃ viṣṭambhanīṃ diśāmadhipatnīṃ bhuvanānām ūrmir drapso apām asi viśvakarmā ta ṛṣiḥ | [VSM, 14 5.1]
aśvinādhvaryū sādayatām iha tvā | [VSM, 14 5.2]
śukraś ca śuciś ca graiṣmāv ṛtū agner antaḥśleṣo 'si kalpetāṃ dyāvāpṛthivī kalpantām āpa oṣadhayaḥ kalpantām agnayaḥ pṛthaṅ mama jyaiṣṭhyāya savratāḥ | [VSM, 14 6.1]
ye agnayaḥ samanaso 'ntarā dyāvāpṛthivī ime graiṣmāv ṛtū abhikalpamānā indram iva devā abhisaṃviśantu tayā devatayāṅgirasvad dhruve sīdatam | [VSM, 14 6.2]
sajūr ṛtubhiḥ sajūr vidhābhiḥ sajūr devaiḥ sajūr devair vayonādhair agnaye tvā vaiśvānarāyāśvinādhvaryū sādayatām iha tvā | [VSM, 14 7.1]
sajūr ṛtubhiḥ sajūr vidhābhiḥ sajūr vasubhiḥ sajūr devair vayonādhair agnaye tvā vaiśvānarāyāśvinādhvaryū sādayatām iha tvā | [VSM, 14 7.2]
sajūr ṛtubhiḥ sajūr vidhābhiḥ sajū rudraiḥ sajūr devair vayonādhair agnaye tvā vaiśvānarāyāśvinādhvaryū sādayatām iha tvā | [VSM, 14 7.3]
sajūr ṛtubhiḥ sajūr vidhābhiḥ sajūr ādityaiḥ sajūr devair vayonādhair agnaye tvā vaiśvānarāyāśvinādhvaryū sādayatām iha tvā | [VSM, 14 7.4]
sajūr ṛtubhiḥ sajūr vidhābhiḥ sajūr viśvair devaiḥ sajūr devair vayonādhair agnaye tvā vaiśvānarāyāśvinādhvaryū sādayatām iha tvā | [VSM, 14 7.5]
prāṇaṃ me pāhi | [VSM, 14 8.1]
apānaṃ me pāhi | [VSM, 14 8.2]
vyānaṃ me pāhi | [VSM, 14 8.3]
cakṣur ma urvyā vibhāhi | [VSM, 14 8.4]
śrotraṃ me ślokaya | [VSM, 14 8.5]
apaḥ pinva | [VSM, 14 8.6]
oṣadhīr jinva | [VSM, 14 8.7]
dvipād ava | [VSM, 14 8.8]
catuṣpāt pāhi | [VSM, 14 8.9]
divo vṛṣṭim eraya | [VSM, 14 8.10]
mūrdhā vayaḥ prajāpatiś chandaḥ | [VSM, 14 9.1]
kṣatraṃ vayo mayaṃdaṃ chandaḥ | [VSM, 14 9.2]
viṣṭambho vayo 'dhipatiś chandaḥ | [VSM, 14 9.3]
viśvakarmā vayaḥ parameṣṭhī chandaḥ | [VSM, 14 9.4]
vasto vayo vivalaṃ chandaḥ | [VSM, 14 9.5]
vṛṣṇir vayo viśālaṃ chandaḥ | [VSM, 14 9.6]
puruṣo vayas tandraṃ chandaḥ | [VSM, 14 9.7]
vyāghro vayo 'nādhṛṣṭaṃ chandaḥ | [VSM, 14 9.8]
siṃho vayaś chadiś chandaḥ | [VSM, 14 9.9]
paṣṭhavāḍ vayo bṛhatī chandaḥ | [VSM, 14 9.10]
ukṣā vayaḥ kakup chandaḥ | [VSM, 14 9.11]
ṛṣabho vayaḥ satobṛhatī chandaḥ | [VSM, 14 9.12]
anaḍvān vayaḥ paṅktiś chandaḥ | [VSM, 14 10.1]
dhenur vayo jagatī chandaḥ | [VSM, 14 10.2]
tryavir vayas triṣṭup chandaḥ | [VSM, 14 10.3]
dityavāḍ vayo virāṭ chandaḥ | [VSM, 14 10.4]
pañcāvir vayo gāyatrī chandaḥ | [VSM, 14 10.5]
trivatso vaya uṣṇik chandaḥ | [VSM, 14 10.6]
turyavāḍ vayo 'nuṣṭup chandaḥ | [VSM, 14 10.7]
lokaṃ pṛṇa chidraṃ pṛṇātho sīda dhruvā tvam | [VSM, 14 10.8]
indrāgnī tvā bṛhaspatir asmin yonāv asīṣadan | [VSM, 14 10.9]
tā asya sūdadohasaḥ somaṃ śrīṇanti pṛśnayaḥ | [VSM, 14 10.10]
janman devānāṃ viśas triṣv ā rocane divaḥ | [VSM, 14 10.11]
indraṃ viśvā avīvṛdhant samudravyacasaṃ giraḥ | [VSM, 14 10.12]
rathītamaṃ rathīnāṃ vājānāṃ satpatiṃ patim | [VSM, 14 10.13]
indrāgnī avyathamānām iṣṭakāṃ dṛṃhataṃ yuvam | [VSM, 14 11.1]
pṛṣṭhena dyāvāpṛthivī antarikṣaṃ ca vibādhase | [VSM, 14 11.2]
viśvakarmā tvā sādayatv antarikṣasya pṛṣṭhe vyacasvatīṃ prathasvatīm antarikṣaṃ yacchāntarikṣaṃ dṛṃhāntarikṣaṃ mā hiṃsīḥ | [VSM, 14 12.1]
viśvasmai prāṇāyāpānāya vyānāyodānāya pratiṣṭhāyai caritrāya | [VSM, 14 12.2]
vāyuṣ ṭvābhipātu mahyā svastyā chardiṣā śaṃtamena tayā devatayāṅgirasvad dhruvā sīda | [VSM, 14 12.3]
rājñy asi prācī dik | [VSM, 14 13.1]
virāḍ asi dakṣiṇā dik | [VSM, 14 13.2]
samrāḍ asi pratīcī dik | [VSM, 14 13.3]
svarāḍ asy udīcī dik | [VSM, 14 13.4]
adhipatny asi bṛhatī dik | [VSM, 14 13.5]
viśvakarmā tvā sādayatv antarikṣasya pṛṣṭhe jyotiṣmatīm | [VSM, 14 14.1]
viśvasmai prāṇāyāpānāya vyānāya viśvaṃ jyotir yaccha | [VSM, 14 14.2]
vāyuṣ ṭe 'dhipatis tayā devatayāṅgirasvad dhruvā sīda | [VSM, 14 14.3]
nabhaś ca nabhasyaś ca vārṣikāv ṛtū agner antaḥśleṣo 'si kalpetāṃ dyāvāpṛthivī kalpantām āpa oṣadhayaḥ kalpantām agnayaḥ pṛthaṅmama jyaiṣṭhyāya savratāḥ | [VSM, 14 15.1]
ye agnayaḥ samanaso 'ntarā dyāvāpṛthivī ime vārṣikāv ṛtū abhikalpamānā indram iva devā abhisaṃviśantu tayā devatayāṅgirasvad dhruve sīdatam | [VSM, 14 15.2]
iṣaś corjaś ca śāradāv ṛtū agner antaḥśleṣo 'si kalpetāṃ dyāvāpṛthivī kalpantām āpa oṣadhayaḥ kalpantām agnayaḥ pṛthaṅmama jyaiṣṭhyāya savratāḥ | [VSM, 14 16.1]
ye agnayaḥ samanaso 'ntarā dyāvāpṛthivī ime śāradāv ṛtū abhikalpamānā indram iva devā abhisaṃviśantu tayā devatayāṅgirasvad dhruve sīdatam | [VSM, 14 16.2]
āyur me pāhi | [VSM, 14 17.1]
prāṇaṃ me pāhi | [VSM, 14 17.2]
apānaṃ me pāhi | [VSM, 14 17.3]
vyānaṃ me pāhi | [VSM, 14 17.4]
cakṣur me pāhi | [VSM, 14 17.5]
śrotraṃ me pāhi | [VSM, 14 17.6]
vācaṃ me pinva | [VSM, 14 17.7]
mano me jinva | [VSM, 14 17.8]
ātmānaṃ me pāhi | [VSM, 14 17.9]
jyotir me yaccha | [VSM, 14 17.10]
mā chandaḥ | [VSM, 14 18.1]
pramā chandaḥ | [VSM, 14 18.2]
pratimā chandaḥ | [VSM, 14 18.3]
asrīvayaś chandaḥ | [VSM, 14 18.4]
paṅktiś chandaḥ | [VSM, 14 18.5]
uṣṇik chandaḥ | [VSM, 14 18.6]
bṛhatī chandaḥ | [VSM, 14 18.7]
anuṣṭup chandaḥ | [VSM, 14 18.8]
virāṭ chandaḥ | [VSM, 14 18.9]
gāyatrī chandaḥ | [VSM, 14 18.10]
triṣṭup chandaḥ | [VSM, 14 18.11]
jagatī chandaḥ | [VSM, 14 18.12]
pṛthivī chandaḥ | [VSM, 14 19.1]
antarikṣaṃ chandaḥ | [VSM, 14 19.2]
dyauś chandaḥ | [VSM, 14 19.3]
samāś chandaḥ | [VSM, 14 19.4]
nakṣatrāṇi chandaḥ | [VSM, 14 19.5]
vāk chandaḥ | [VSM, 14 19.6]
manaś chandaḥ | [VSM, 14 19.7]
kṛṣiś chandaḥ | [VSM, 14 19.8]
hiraṇyaṃ chandaḥ | [VSM, 14 19.9]
gauś chandaḥ | [VSM, 14 19.10]
ajā chandaḥ | [VSM, 14 19.11]
aśvaś chandaḥ | [VSM, 14 19.12]
agnir devatā | [VSM, 14 20.1]
vāto devatā | [VSM, 14 20.2]
sūryo devatā | [VSM, 14 20.3]
candramā devatā | [VSM, 14 20.4]
vasavo devatā | [VSM, 14 20.5]
rudrā devatā | [VSM, 14 20.6]
ādityā devatā | [VSM, 14 20.7]
maruto devatā | [VSM, 14 20.8]
viśve devā devatā | [VSM, 14 20.9]
bṛhaspatir devatā | [VSM, 14 20.10]
indro devatā | [VSM, 14 20.11]
varuṇo devatā | [VSM, 14 20.12]
mūrdhāsi rāḍ dhruvāsi dharuṇā dhartry asi dharaṇī | [VSM, 14 21.1]
āyuṣe tvā varcase tvā kṛṣyai tvā kṣemāya tvā | [VSM, 14 21.2]
yantrī rāḍ yantry asi yamanī dhruvāsi dharitrī | [VSM, 14 22.1]
iṣe tvorje tvā rayyai tvā poṣāya tvā | [VSM, 14 22.2]
lokaṃ pṛṇa chidraṃ pṛṇātho sīda dhruvā tvam | [VSM, 14 22.3]
indrāgnī tvā bṛhaspatir asmin yonāv asīṣadan | [VSM, 14 22.4]
tā asya sūdadohasaḥ somaṃ śrīṇanti pṛśnayaḥ | [VSM, 14 22.5]
janman devānāṃ viśas triṣv ā rocane divaḥ | [VSM, 14 22.6]
indraṃ viśvā avīvṛdhant samudravyacasaṃ giraḥ | [VSM, 14 22.7]
rathītamaṃ rathīnāṃ vājānāṃ satpatiṃ patim | [VSM, 14 22.8]
āśus trivṛt | [VSM, 14 23.1]
bhāntaḥ pañcadaśaḥ | [VSM, 14 23.2]
vyomā saptadaśaḥ | [VSM, 14 23.3]
dharuṇa ekaviṃśaḥ | [VSM, 14 23.4]
pratūrtir aṣṭādaśaḥ | [VSM, 14 23.5]
tapo navadaśaḥ | [VSM, 14 23.6]
abhīvartaḥ saviṃśaḥ | [VSM, 14 23.7]
varco dvāviṃśaḥ | [VSM, 14 23.8]
saṃbharaṇas trayoviṃśaḥ | [VSM, 14 23.9]
yoniś caturviṃśaḥ | [VSM, 14 23.10]
garbhāḥ pañcaviṃśaḥ | [VSM, 14 23.11]
ojas triṇavaḥ | [VSM, 14 23.12]
kratur ekatriṃśaḥ | [VSM, 14 23.13]
pratiṣṭhā trayastriṃśaḥ | [VSM, 14 23.14]
bradhnasya viṣṭapaṃ catustriṃśaḥ | [VSM, 14 23.15]
nākaḥ ṣaṭtriṃśaḥ | [VSM, 14 23.16]
vivarto 'ṣṭācatvāriṃśaḥ | [VSM, 14 23.17]
dhartraṃ catuṣṭomaḥ | [VSM, 14 23.18]
agner bhāgo 'si dīkṣāyā ādhipatyaṃ brahma spṛtaṃ trivṛt stomaḥ | [VSM, 14 24.1]
indrasya bhāgo 'si viṣṇor ādhipatyaṃ kṣatraṃ spṛtaṃ pañcadaśaḥ stomaḥ | [VSM, 14 24.2]
nṛcakṣasāṃ bhāgo 'si dhātur ādhipatyaṃ janitraṃ spṛtaṃ saptadaśaḥ stomaḥ | [VSM, 14 24.3]
mitrasya bhāgo 'si varuṇasyādhipatyaṃ divo vṛṣṭir vāta spṛta ekaviṃśa stomaḥ | [VSM, 14 24.4]
vasūnāṃ bhāgo 'si rudrāṇām ādhipatyaṃ catuṣpāt spṛtaṃ caturviṃśa stomaḥ | [VSM, 14 25.1]
ādityānāṃ bhāgo 'si marutām ādhipatyaṃ garbhā spṛtāḥ pañcaviṃśa stomaḥ | [VSM, 14 25.2]
adityai bhāgo 'si pūṣṇa ādhipatyam oja spṛtaṃ triṇava stomaḥ | [VSM, 14 25.3]
devasya savitur bhāgo 'si bṛhaspater ādhipatyaṃ samīcīr diśa spṛtāś catuṣṭoma stomaḥ | [VSM, 14 25.4]
yavānāṃ bhāgo 'sy ayavānām ādhipatyaṃ prajā spṛtāś catuścatvāriṃśa stomaḥ | [VSM, 14 26.1]
ṛbhūṇāṃ bhāgo 'si viśveṣāṃ devānām ādhipatyaṃ bhūtaṃ spṛtaṃ trayastriṃśa stomaḥ | [VSM, 14 26.2]
sahaś ca sahasyaś ca haimantikāv ṛtū agner antaḥśleṣo 'si kalpetāṃ dyāvāpṛthivī kalpantām āpa oṣadhayaḥ kalpantām agnayaḥ pṛthaṅmama jyaiṣṭhyāya savratāḥ | [VSM, 14 27.1]
ye agnayaḥ samanaso 'ntarā dyāvāpṛthivī ime haimantikāv ṛtū abhikalpamānā indram iva devā abhisaṃviśantu tayā devatayāṅgirasvad dhruve sīdatam | [VSM, 14 27.2]
ekayāstuvata prajā adhīyanta prajāpatir adhipatir āsīt | [VSM, 14 28.1]
tisṛbhir astuvata brahmāsṛjyata brahmaṇaspatir adhipatir āsīt | [VSM, 14 28.2]
pañcabhir astuvata bhūtāny asṛjyanta bhūtānāṃ patir adhipatir āsīt | [VSM, 14 28.3]
saptabhir astuvata sapta ṛṣayo 'sṛjyanta dhātādhipatir āsīt | [VSM, 14 28.4]
navabhir astuvata pitaro 'sṛjyantāditir adhipatny āsīt | [VSM, 14 29.1]
ekādaśabhir astuvata ṛtavo 'sṛjyantārtavā adhipataya āsan | [VSM, 14 29.2]
trayodaśabhir astuvata māsā asṛjyanta saṃvatsaro 'dhipatir āsīt | [VSM, 14 29.3]
pañcadaśabhir astuvata kṣatram asṛjyatendro 'dhipatir āsīt | [VSM, 14 29.4]
saptadaśabhir astuvata grāmyāḥ paśavo 'sṛjyanta bṛhaspatir adhipatir āsīt | [VSM, 14 29.5]
navadaśabhir astuvata śūdrāryāv asṛjyetām ahorātre adhipatnī āstām | [VSM, 14 30.1]
ekaviṃśatyāstuvataikaśaphāḥ paśavo 'sṛjyanta varuṇo 'dhipatir āsīt | [VSM, 14 30.2]
trayoviṃśatyāstuvata kṣudrāḥ paśavo 'sṛjyanta pūṣādhipatir āsīt | [VSM, 14 30.3]
pañcaviṃśatyāstuvatāraṇyāḥ paśavo 'sṛjyanta vāyur adhipatir āsīt | [VSM, 14 30.4]
saptaviṃśatyāstuvata dyāvāpṛthivī vyaitāṃ vasavo rudrā ādityā anuvyāyaṃs ta evādhipataya āsan | [VSM, 14 30.5]
navaviṃśatyāstuvata vanaspatayo 'sṛjyanta somo 'dhipatir āsīt | [VSM, 14 31.1]
ekatriṃśatāstuvata prajā asṛjyanta yavāś cāyavāś cādhipataya āsan | [VSM, 14 31.2]
trayastriṃśatāstuvata bhūtāny aśāmyan prajāpatiḥ parameṣṭhy adhipatir āsīt | [VSM, 14 31.3]
lokaṃ pṛṇa chidraṃ pṛṇātho sīda dhruvā tvam | [VSM, 14 31.4]
indrāgnī tvā bṛhaspatir asmin yonāv asīṣadan | [VSM, 14 31.5]
tā asya sūdadohasaḥ somaṃ śrīṇanti pṛśnayaḥ | [VSM, 14 31.6]
janman devānāṃ viśas triṣv ā rocane divaḥ | [VSM, 14 31.7]
indraṃ viśvā avīvṛdhant samudravyacasaṃ giraḥ | [VSM, 14 31.8]
rathītamaṃ rathīnāṃ vājānāṃ satpatiṃ patim | [VSM, 14 31.9]
{VSM, 15}
agne jātān praṇuda naḥ sapatnān praty ajātān nuda jātavedaḥ | [VSM, 15 1.1]
adhi no brūhi sumanā aheḍaṃs tava syāma śarmaṃs trivarūtha udbhau | [VSM, 15 1.2]
sahasā jātān praṇudā naḥ sapatnān praty ajātān jātavedo nudasva | [VSM, 15 2.1]
adhi no brūhi sumanasyamāno vayaṃ syāma praṇudā naḥ sapatnān | [VSM, 15 2.2]
ṣoḍaśī stoma ojo draviṇam | [VSM, 15 3.1]
catuścatvāriṃśa stomo varco draviṇam | [VSM, 15 3.2]
agneḥ purīṣam asyapso nāma tāṃ tvā viśve abhigṛṇantu devāḥ | [VSM, 15 3.3]
stomapṛṣṭhā ghṛtavatīha sīda prajāvad asme draviṇā yajasva | [VSM, 15 3.4]
evaś chandaḥ | [VSM, 15 4.1]
varivaś chandaḥ | [VSM, 15 4.2]
śaṃbhūś chandaḥ | [VSM, 15 4.3]
paribhūś chandaḥ | [VSM, 15 4.4]
ācchac chandaḥ | [VSM, 15 4.5]
manaś chandaḥ | [VSM, 15 4.6]
vyacaś chandaḥ | [VSM, 15 4.7]
sindhuś chandaḥ | [VSM, 15 4.8]
samudraś chandaḥ | [VSM, 15 4.9]
sariraṃ chandaḥ | [VSM, 15 4.10]
kakup chandaḥ | [VSM, 15 4.11]
trikakup chandaḥ | [VSM, 15 4.12]
kāvyaṃ chandaḥ | [VSM, 15 4.13]
aṅkupaṃ chandaḥ | [VSM, 15 4.14]
akṣarapaṅktiś chandaḥ | [VSM, 15 4.15]
padapaṅktiś chandaḥ | [VSM, 15 4.16]
viṣṭārapaṅktiś chandaḥ | [VSM, 15 4.17]
kṣuro bhrājaś chandaḥ | [VSM, 15 4.18]
ācchac chandaḥ | [VSM, 15 5.1]
pracchac chandaḥ | [VSM, 15 5.2]
saṃyac chandaḥ | [VSM, 15 5.3]
viyac chandaḥ | [VSM, 15 5.4]
bṛhac chandaḥ | [VSM, 15 5.5]
rathantaraṃ chandaḥ | [VSM, 15 5.6]
nikāyaś chandaḥ | [VSM, 15 5.7]
vivadhaś chandaḥ | [VSM, 15 5.8]
giraś chandaḥ | [VSM, 15 5.9]
bhrajaś chandaḥ | [VSM, 15 5.10]
saṃstup chandaḥ | [VSM, 15 5.11]
anuṣṭup chandaḥ | [VSM, 15 5.12]
evaś chandaḥ | [VSM, 15 5.13]
varivaś chandaḥ | [VSM, 15 5.14]
vayaś chandaḥ | [VSM, 15 5.15]
vayaskṛc chandaḥ | [VSM, 15 5.16]
viṣpardhāś chandaḥ | [VSM, 15 5.17]
viśālaṃ chandaḥ | [VSM, 15 5.18]
chadiś chandaḥ | [VSM, 15 5.19]
dūrohaṇaṃ chandaḥ | [VSM, 15 5.20]
tandraṃ chandaḥ | [VSM, 15 5.21]
aṅkāṅkaṃ chandaḥ | [VSM, 15 5.22]
raśminā satyāya satyaṃ jinva | [VSM, 15 6.1]
pretinā dharmaṇā dharmaṃ jinva | [VSM, 15 6.2]
anvityā divā divaṃ jinva | [VSM, 15 6.3]
saṃdhināntarikṣeṇāntarikṣaṃ jinva | [VSM, 15 6.4]
pratidhinā pṛthivyā pṛthivīṃ jinva | [VSM, 15 6.5]
viṣṭambhena vṛṣṭyā vṛṣṭiṃ jinva | [VSM, 15 6.6]
pravayāhnāhar jinva | [VSM, 15 6.7]
anuyā rātryā rātrīṃ jinva | [VSM, 15 6.8]
uśijā vasubhyo vasūn jinva | [VSM, 15 6.9]
praketenādityebhya ādityān jinva | [VSM, 15 6.10]
tantunā rāyaspoṣeṇa rāyaspoṣaṃ jinva | [VSM, 15 7.1]
saṃsarpeṇa śrutāya śrutaṃ jinva | [VSM, 15 7.2]
aiḍenauṣadhībhir oṣadhīr jinva | [VSM, 15 7.3]
uttamena tanūbhis tanūr jinva | [VSM, 15 7.4]
vayodhasādhītenādhītaṃ jinva | [VSM, 15 7.5]
abhijitā tejasā tejo jinva | [VSM, 15 7.6]
pratipad asi pratipade tvā | [VSM, 15 8.1]
anupad asy anupade tvā | [VSM, 15 8.2]
sampad asi sampade tvā | [VSM, 15 8.3]
tejo 'si tejase tvā | [VSM, 15 8.4]
trivṛd asi trivṛte tvā | [VSM, 15 9.1]
pravṛd asi pravṛte tvā | [VSM, 15 9.2]
vivṛd asi vivṛte tvā | [VSM, 15 9.3]
savṛd asi savṛte tvā | [VSM, 15 9.4]
ākramo 'sy ākramāya tvā | [VSM, 15 9.5]
saṃkramo 'si saṃkramāya tvā | [VSM, 15 9.6]
utkramo 'sy utkramāya tvā | [VSM, 15 9.7]
utkrāntir asy utkrāntyai tvā | [VSM, 15 9.8]
adhipatinorjorjaṃ jinva | [VSM, 15 9.9]
rājñy asi prācī dig vasavas te devā adhipatayo 'gnir hetīnāṃ pratidhartā trivṛt tvā stomaḥ pṛthivyāṃ śrayatv ājyam uktham avyathāyai stabhnātu rathantaraṃ sāma pratiṣṭhityā antarikṣa ṛṣayas tvā prathamajā deveṣu divo mātrayā varimṇā prathantu vidhartā cāyam adhipatiś ca te tvā sarve saṃvidānā nākasya pṛṣṭhe svarge loke yajamānaṃ ca sādayantu | [VSM, 15 10.1]
